Fiscal Year-value,Fiscal Year-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,Citizenship Grouping,Component,Demographic,Title of Authority
2022 (FYTD),2022 (FYTD),MAR,MAR,"170,022",all,all,Single Adults,all
2019,2019,FEB,FEB,"28,486",all,all,Single Adults,all
2020,2020,FEB,FEB,"26,042",all,all,Single Adults,all
2021,2021,FEB,FEB,"71,962",all,all,Single Adults,all
2022 (FYTD),2022 (FYTD),FEB,FEB,"126,972",all,all,Single Adults,all
2019,2019,JAN,JAN,"24,315",all,all,Single Adults,all
2020,2020,JAN,JAN,"25,278",all,all,Single Adults,all
2021,2021,JAN,JAN,"65,193",all,all,Single Adults,all
2022 (FYTD),2022 (FYTD),JAN,JAN,"113,823",all,all,Single Adults,all
2019,2019,DEC,DEC,"23,712",all,all,Single Adults,all
2020,2020,DEC,DEC,"24,812",all,all,Single Adults,all
2021,2021,DEC,DEC,"64,536",all,all,Single Adults,all
2022 (FYTD),2022 (FYTD),DEC,DEC,"115,323",all,all,Single Adults,all
2019,2019,NOV,NOV,"26,584",all,all,Single Adults,all
2020,2020,NOV,NOV,"25,769",all,all,Single Adults,all
2021,2021,NOV,NOV,"63,131",all,all,Single Adults,all
2022 (FYTD),2022 (FYTD),NOV,NOV,"115,553",all,all,Single Adults,all
2019,2019,OCT,OCT,"27,983",all,all,Single Adults,all
2020,2020,OCT,OCT,"28,117",all,all,Single Adults,all
2021,2021,OCT,OCT,"62,260",all,all,Single Adults,all
2022 (FYTD),2022 (FYTD),OCT,OCT,"109,078",all,all,Single Adults,all
2019,2019,SEP,SEP,"26,919",all,all,Single Adults,Title 8
2020,2020,SEP,SEP,"5,414",all,all,Single Adults,Title 8
2021,2021,SEP,SEP,"28,119",all,all,Single Adults,Title 8
2019,2019,AUG,AUG,"27,973",all,all,Single Adults,Title 8
2020,2020,AUG,AUG,"4,513",all,all,Single Adults,Title 8
2021,2021,AUG,AUG,"25,922",all,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,"73,396",all,all,Single Adults,Title 8
2019,2019,JUL,JUL,"29,053",all,all,Single Adults,Title 8
2020,2020,JUL,JUL,"3,352",all,all,Single Adults,Title 8
2021,2021,JUL,JUL,"24,970",all,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),JUL,JUL,"68,250",all,all,Single Adults,Title 8
2019,2019,JUN,JUN,"35,603",all,all,Single Adults,Title 8
2020,2020,JUN,JUN,"2,714",all,all,Single Adults,Title 8
2021,2021,JUN,JUN,"20,967",all,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),JUN,JUN,"60,464",all,all,Single Adults,Title 8
2019,2019,MAY,MAY,"43,598",all,all,Single Adults,Title 8
2020,2020,MAY,MAY,"2,100",all,all,Single Adults,Title 8
2021,2021,MAY,MAY,"17,686",all,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),MAY,MAY,"71,898",all,all,Single Adults,Title 8
2019,2019,APR,APR,"37,745",all,all,Single Adults,Title 8
2020,2020,APR,APR,"1,409",all,all,Single Adults,Title 8
2021,2021,APR,APR,"16,933",all,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,"75,610",all,all,Single Adults,Title 8
2019,2019,MAR,MAR,"36,841",all,all,Single Adults,Title 8
2020,2020,MAR,MAR,"20,378",all,all,Single Adults,Title 8
2021,2021,MAR,MAR,"12,537",all,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,"66,405",all,all,Single Adults,Title 8
2019,2019,FEB,FEB,"28,486",all,all,Single Adults,Title 8
2020,2020,FEB,FEB,"26,042",all,all,Single Adults,Title 8
2021,2021,FEB,FEB,"7,270",all,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,"42,181",all,all,Single Adults,Title 8
2019,2019,JAN,JAN,"24,315",all,all,Single Adults,Title 8
2020,2020,JAN,JAN,"25,278",all,all,Single Adults,Title 8
2021,2021,JAN,JAN,"5,539",all,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,"42,876",all,all,Single Adults,Title 8
2019,2019,DEC,DEC,"23,712",all,all,Single Adults,Title 8
2020,2020,DEC,DEC,"24,812",all,all,Single Adults,Title 8
2021,2021,DEC,DEC,"5,592",all,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,"45,307",all,all,Single Adults,Title 8
2019,2019,NOV,NOV,"26,584",all,all,Single Adults,Title 8
2020,2020,NOV,NOV,"25,769",all,all,Single Adults,Title 8
2021,2021,NOV,NOV,"5,143",all,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,"37,208",all,all,Single Adults,Title 8
2019,2019,OCT,OCT,"27,983",all,all,Single Adults,Title 8
2020,2020,OCT,OCT,"28,117",all,all,Single Adults,Title 8
2021,2021,OCT,OCT,"4,873",all,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,"28,079",all,all,Single Adults,Title 8
2020,2020,SEP,SEP,"44,396",all,all,Single Adults,Title 42
2021,2021,SEP,SEP,"84,911",all,all,Single Adults,Title 42
2020,2020,AUG,AUG,"39,582",all,all,Single Adults,Title 42
2021,2021,AUG,AUG,"78,058",all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),AUG,AUG,"66,814",all,all,Single Adults,Title 42
2020,2020,JUL,JUL,"32,950",all,all,Single Adults,Title 42
2021,2021,JUL,JUL,"85,865",all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),JUL,JUL,"66,314",all,all,Single Adults,Title 42
2020,2020,JUN,JUN,"26,909",all,all,Single Adults,Title 42
2021,2021,JUN,JUN,"96,772",all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),JUN,JUN,"80,279",all,all,Single Adults,Title 42
2020,2020,MAY,MAY,"19,047",all,all,Single Adults,Title 42
2021,2021,MAY,MAY,"103,957",all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),MAY,MAY,"94,801",all,all,Single Adults,Title 42
2020,2020,APR,APR,"14,200",all,all,Single Adults,Title 42
2021,2021,APR,APR,"94,567",all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,"92,505",all,all,Single Adults,Title 42
2020,2020,MAR,MAR,"6,186",all,all,Single Adults,Title 42
2021,2021,MAR,MAR,"87,579",all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,"103,617",all,all,Single Adults,Title 42
2021,2021,FEB,FEB,"64,692",all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,"84,791",all,all,Single Adults,Title 42
2021,2021,JAN,JAN,"59,654",all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,"70,947",all,all,Single Adults,Title 42
2021,2021,DEC,DEC,"58,944",all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,"70,016",all,all,Single Adults,Title 42
2021,2021,NOV,NOV,"57,988",all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,"78,345",all,all,Single Adults,Title 42
2021,2021,OCT,OCT,"57,387",all,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,"80,999",all,all,Single Adults,Title 42
2019,2019,SEP,SEP,"3,543",all,all,UC / Single Minors,all
2020,2020,SEP,SEP,"3,883",all,all,UC / Single Minors,all
2021,2021,SEP,SEP,"14,358",all,all,UC / Single Minors,all
2019,2019,AUG,AUG,"4,119",all,all,UC / Single Minors,all
2020,2020,AUG,AUG,"3,103",all,all,UC / Single Minors,all
2021,2021,AUG,AUG,"18,806",all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),AUG,AUG,"11,365",all,all,UC / Single Minors,all
2019,2019,JUL,JUL,"5,846",all,all,UC / Single Minors,all
2020,2020,JUL,JUL,"2,509",all,all,UC / Single Minors,all
2021,2021,JUL,JUL,"18,954",all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),JUL,JUL,"13,278",all,all,UC / Single Minors,all
2019,2019,JUN,JUN,"7,678",all,all,UC / Single Minors,all
2020,2020,JUN,JUN,"1,691",all,all,UC / Single Minors,all
2021,2021,JUN,JUN,"15,230",all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),JUN,JUN,"15,254",all,all,UC / Single Minors,all
2019,2019,MAY,MAY,"11,861",all,all,UC / Single Minors,all
2020,2020,MAY,MAY,"1,008",all,all,UC / Single Minors,all
2021,2021,MAY,MAY,"14,052",all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),MAY,MAY,"14,674",all,all,UC / Single Minors,all
2019,2019,APR,APR,"9,265",all,all,UC / Single Minors,all
2020,2020,APR,APR,741,all,all,UC / Single Minors,all
2021,2021,APR,APR,"17,067",all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),APR,APR,"12,170",all,all,UC / Single Minors,all
2019,2019,MAR,MAR,"9,380",all,all,UC / Single Minors,all
2020,2020,MAR,MAR,"3,221",all,all,UC / Single Minors,all
2021,2021,MAR,MAR,"18,870",all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),MAR,MAR,"14,137",all,all,UC / Single Minors,all
2019,2019,FEB,FEB,"7,243",all,all,UC / Single Minors,all
2020,2020,FEB,FEB,"3,490",all,all,UC / Single Minors,all
2021,2021,FEB,FEB,"9,402",all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),FEB,FEB,"11,979",all,all,UC / Single Minors,all
2019,2019,JAN,JAN,"5,515",all,all,UC / Single Minors,all
2020,2020,JAN,JAN,"3,076",all,all,UC / Single Minors,all
2021,2021,JAN,JAN,"5,820",all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),JAN,JAN,"8,748",all,all,UC / Single Minors,all
2019,2019,DEC,DEC,"5,104",all,all,UC / Single Minors,all
2020,2020,DEC,DEC,"3,639",all,all,UC / Single Minors,all
2021,2021,DEC,DEC,"4,965",all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),DEC,DEC,"11,878",all,all,UC / Single Minors,all
2019,2019,NOV,NOV,"5,662",all,all,UC / Single Minors,all
2020,2020,NOV,NOV,"3,677",all,all,UC / Single Minors,all
2021,2021,NOV,NOV,"4,591",all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),NOV,NOV,"13,929",all,all,UC / Single Minors,all
2019,2019,OCT,OCT,"5,418",all,all,UC / Single Minors,all
2020,2020,OCT,OCT,"3,201",all,all,UC / Single Minors,all
2021,2021,OCT,OCT,"4,810",all,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),OCT,OCT,"12,774",all,all,UC / Single Minors,all
2019,2019,SEP,SEP,"3,543",all,all,UC / Single Minors,Title 8
2020,2020,SEP,SEP,"1,287",all,all,UC / Single Minors,Title 8
2021,2021,SEP,SEP,"14,357",all,all,UC / Single Minors,Title 8
2019,2019,AUG,AUG,"4,119",all,all,UC / Single Minors,Title 8
2020,2020,AUG,AUG,500,all,all,UC / Single Minors,Title 8
2021,2021,AUG,AUG,"18,804",all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,"11,361",all,all,UC / Single Minors,Title 8
2019,2019,JUL,JUL,"5,846",all,all,UC / Single Minors,Title 8
2020,2020,JUL,JUL,212,all,all,UC / Single Minors,Title 8
2021,2021,JUL,JUL,"18,954",all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),JUL,JUL,"13,277",all,all,UC / Single Minors,Title 8
2019,2019,JUN,JUN,"7,678",all,all,UC / Single Minors,Title 8
2020,2020,JUN,JUN,128,all,all,UC / Single Minors,Title 8
2021,2021,JUN,JUN,"15,230",all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),JUN,JUN,"15,251",all,all,UC / Single Minors,Title 8
2019,2019,MAY,MAY,"11,861",all,all,UC / Single Minors,Title 8
2020,2020,MAY,MAY,54,all,all,UC / Single Minors,Title 8
2021,2021,MAY,MAY,"14,052",all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),MAY,MAY,"14,672",all,all,UC / Single Minors,Title 8
2019,2019,APR,APR,"9,265",all,all,UC / Single Minors,Title 8
2020,2020,APR,APR,63,all,all,UC / Single Minors,Title 8
2021,2021,APR,APR,"17,066",all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,"12,170",all,all,UC / Single Minors,Title 8
2019,2019,MAR,MAR,"9,380",all,all,UC / Single Minors,Title 8
2020,2020,MAR,MAR,"2,755",all,all,UC / Single Minors,Title 8
2021,2021,MAR,MAR,"18,869",all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,"14,137",all,all,UC / Single Minors,Title 8
2019,2019,FEB,FEB,"7,243",all,all,UC / Single Minors,Title 8
2020,2020,FEB,FEB,"3,490",all,all,UC / Single Minors,Title 8
2021,2021,FEB,FEB,"9,397",all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,"11,978",all,all,UC / Single Minors,Title 8
2019,2019,JAN,JAN,"5,515",all,all,UC / Single Minors,Title 8
2020,2020,JAN,JAN,"3,076",all,all,UC / Single Minors,Title 8
2021,2021,JAN,JAN,"5,802",all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,"8,748",all,all,UC / Single Minors,Title 8
2019,2019,DEC,DEC,"5,104",all,all,UC / Single Minors,Title 8
2020,2020,DEC,DEC,"3,639",all,all,UC / Single Minors,Title 8
2021,2021,DEC,DEC,"4,963",all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,"11,877",all,all,UC / Single Minors,Title 8
2019,2019,NOV,NOV,"5,662",all,all,UC / Single Minors,Title 8
2020,2020,NOV,NOV,"3,677",all,all,UC / Single Minors,Title 8
2021,2021,NOV,NOV,"3,072",all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,"13,927",all,all,UC / Single Minors,Title 8
2019,2019,OCT,OCT,"5,418",all,all,UC / Single Minors,Title 8
2020,2020,OCT,OCT,"3,201",all,all,UC / Single Minors,Title 8
2021,2021,OCT,OCT,"1,625",all,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,"12,774",all,all,UC / Single Minors,Title 8
2020,2020,SEP,SEP,"2,596",all,all,UC / Single Minors,Title 42
2021,2021,SEP,SEP,1,all,all,UC / Single Minors,Title 42
2020,2020,AUG,AUG,"2,603",all,all,UC / Single Minors,Title 42
2021,2021,AUG,AUG,2,all,all,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),AUG,AUG,4,all,all,UC / Single Minors,Title 42
2020,2020,JUL,JUL,"2,297",all,all,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),JUL,JUL,1,all,all,UC / Single Minors,Title 42
2020,2020,JUN,JUN,"1,563",all,all,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),JUN,JUN,3,all,all,UC / Single Minors,Title 42
2020,2020,MAY,MAY,954,all,all,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),MAY,MAY,2,all,all,UC / Single Minors,Title 42
2020,2020,APR,APR,678,all,all,UC / Single Minors,Title 42
2021,2021,APR,APR,1,all,all,UC / Single Minors,Title 42
2020,2020,MAR,MAR,466,all,all,UC / Single Minors,Title 42
2021,2021,MAR,MAR,1,all,all,UC / Single Minors,Title 42
2021,2021,FEB,FEB,5,all,all,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,1,all,all,UC / Single Minors,Title 42
2021,2021,JAN,JAN,18,all,all,UC / Single Minors,Title 42
2021,2021,DEC,DEC,2,all,all,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,1,all,all,UC / Single Minors,Title 42
2021,2021,NOV,NOV,"1,519",all,all,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,2,all,all,UC / Single Minors,Title 42
2021,2021,OCT,OCT,"3,185",all,all,UC / Single Minors,Title 42
2019,2019,SEP,SEP,"12,039",all,Office of Field Operations,all,all
2020,2020,SEP,SEP,"2,903",all,Office of Field Operations,all,all
2021,2021,SEP,SEP,"6,486",all,Office of Field Operations,all,all
2019,2019,AUG,AUG,"12,023",all,Office of Field Operations,all,all
2020,2020,AUG,AUG,"2,731",all,Office of Field Operations,all,all
2021,2021,AUG,AUG,"13,326",all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),AUG,AUG,"22,437",all,Office of Field Operations,all,all
2019,2019,JUL,JUL,"9,799",all,Office of Field Operations,all,all
2020,2020,JUL,JUL,"2,393",all,Office of Field Operations,all,all
2021,2021,JUL,JUL,"12,935",all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),JUL,JUL,"18,430",all,Office of Field Operations,all,all
2019,2019,JUN,JUN,"9,409",all,Office of Field Operations,all,all
2020,2020,JUN,JUN,"2,213",all,Office of Field Operations,all,all
2021,2021,JUN,JUN,"10,385",all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),JUN,JUN,"15,515",all,Office of Field Operations,all,all
2019,2019,MAY,MAY,"11,260",all,Office of Field Operations,all,all
2020,2020,MAY,MAY,"1,644",all,Office of Field Operations,all,all
2021,2021,MAY,MAY,"7,943",all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),MAY,MAY,"16,769",all,Office of Field Operations,all,all
2019,2019,APR,APR,"10,142",all,Office of Field Operations,all,all
2020,2020,APR,APR,924,all,Office of Field Operations,all,all
2021,2021,APR,APR,"5,096",all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),APR,APR,"32,284",all,Office of Field Operations,all,all
2019,2019,MAR,MAR,"10,898",all,Office of Field Operations,all,all
2020,2020,MAR,MAR,"4,071",all,Office of Field Operations,all,all
2021,2021,MAR,MAR,"4,061",all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),MAR,MAR,"11,393",all,Office of Field Operations,all,all
2019,2019,FEB,FEB,"9,662",all,Office of Field Operations,all,all
2020,2020,FEB,FEB,"6,610",all,Office of Field Operations,all,all
2021,2021,FEB,FEB,"3,456",all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),FEB,FEB,"6,840",all,Office of Field Operations,all,all
2019,2019,JAN,JAN,"10,338",all,Office of Field Operations,all,all
2020,2020,JAN,JAN,"7,380",all,Office of Field Operations,all,all
2021,2021,JAN,JAN,"3,098",all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),JAN,JAN,"6,996",all,Office of Field Operations,all,all
2019,2019,DEC,DEC,"10,043",all,Office of Field Operations,all,all
2020,2020,DEC,DEC,"7,712",all,Office of Field Operations,all,all
2021,2021,DEC,DEC,"2,853",all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),DEC,DEC,"8,651",all,Office of Field Operations,all,all
2019,2019,NOV,NOV,"10,612",all,Office of Field Operations,all,all
2020,2020,NOV,NOV,"9,119",all,Office of Field Operations,all,all
2021,2021,NOV,NOV,"2,944",all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),NOV,NOV,"7,830",all,Office of Field Operations,all,all
2019,2019,OCT,OCT,"9,776",all,Office of Field Operations,all,all
2020,2020,OCT,OCT,"9,737",all,Office of Field Operations,all,all
2021,2021,OCT,OCT,"2,897",all,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),OCT,OCT,"5,725",all,Office of Field Operations,all,all
2019,2019,SEP,SEP,"12,039",all,Office of Field Operations,all,Title 8
2020,2020,SEP,SEP,"1,163",all,Office of Field Operations,all,Title 8
2021,2021,SEP,SEP,"4,371",all,Office of Field Operations,all,Title 8
2019,2019,AUG,AUG,"12,023",all,Office of Field Operations,all,Title 8
2020,2020,AUG,AUG,"1,020",all,Office of Field Operations,all,Title 8
2021,2021,AUG,AUG,"11,036",all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,"20,407",all,Office of Field Operations,all,Title 8
2019,2019,JUL,JUL,"9,799",all,Office of Field Operations,all,Title 8
2020,2020,JUL,JUL,898,all,Office of Field Operations,all,Title 8
2021,2021,JUL,JUL,"10,898",all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),JUL,JUL,"16,473",all,Office of Field Operations,all,Title 8
2019,2019,JUN,JUN,"9,409",all,Office of Field Operations,all,Title 8
2020,2020,JUN,JUN,854,all,Office of Field Operations,all,Title 8
2021,2021,JUN,JUN,"8,492",all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),JUN,JUN,"13,622",all,Office of Field Operations,all,Title 8
2019,2019,MAY,MAY,"11,260",all,Office of Field Operations,all,Title 8
2020,2020,MAY,MAY,793,all,Office of Field Operations,all,Title 8
2021,2021,MAY,MAY,"6,040",all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),MAY,MAY,"14,592",all,Office of Field Operations,all,Title 8
2019,2019,APR,APR,"10,142",all,Office of Field Operations,all,Title 8
2020,2020,APR,APR,405,all,Office of Field Operations,all,Title 8
2021,2021,APR,APR,"3,345",all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,"30,034",all,Office of Field Operations,all,Title 8
2019,2019,MAR,MAR,"10,898",all,Office of Field Operations,all,Title 8
2020,2020,MAR,MAR,"4,002",all,Office of Field Operations,all,Title 8
2021,2021,MAR,MAR,"2,058",all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,"8,992",all,Office of Field Operations,all,Title 8
2019,2019,FEB,FEB,"9,662",all,Office of Field Operations,all,Title 8
2020,2020,FEB,FEB,"6,610",all,Office of Field Operations,all,Title 8
2021,2021,FEB,FEB,"1,509",all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,"4,569",all,Office of Field Operations,all,Title 8
2019,2019,JAN,JAN,"10,338",all,Office of Field Operations,all,Title 8
2020,2020,JAN,JAN,"7,380",all,Office of Field Operations,all,Title 8
2021,2021,JAN,JAN,"1,323",all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,"4,806",all,Office of Field Operations,all,Title 8
2019,2019,DEC,DEC,"10,043",all,Office of Field Operations,all,Title 8
2020,2020,DEC,DEC,"7,712",all,Office of Field Operations,all,Title 8
2021,2021,DEC,DEC,"1,106",all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,"6,340",all,Office of Field Operations,all,Title 8
2019,2019,NOV,NOV,"10,612",all,Office of Field Operations,all,Title 8
2020,2020,NOV,NOV,"9,119",all,Office of Field Operations,all,Title 8
2021,2021,NOV,NOV,"1,002",all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,"5,493",all,Office of Field Operations,all,Title 8
2019,2019,OCT,OCT,"9,776",all,Office of Field Operations,all,Title 8
2020,2020,OCT,OCT,"9,737",all,Office of Field Operations,all,Title 8
2021,2021,OCT,OCT,994,all,Office of Field Operations,all,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,"3,888",all,Office of Field Operations,all,Title 8
2020,2020,SEP,SEP,"1,740",all,Office of Field Operations,all,Title 42
2021,2021,SEP,SEP,"2,115",all,Office of Field Operations,all,Title 42
2020,2020,AUG,AUG,"1,711",all,Office of Field Operations,all,Title 42
2021,2021,AUG,AUG,"2,290",all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),AUG,AUG,"2,030",all,Office of Field Operations,all,Title 42
2020,2020,JUL,JUL,"1,495",all,Office of Field Operations,all,Title 42
2021,2021,JUL,JUL,"2,037",all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),JUL,JUL,"1,957",all,Office of Field Operations,all,Title 42
2020,2020,JUN,JUN,"1,359",all,Office of Field Operations,all,Title 42
2021,2021,JUN,JUN,"1,893",all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),JUN,JUN,"1,893",all,Office of Field Operations,all,Title 42
2020,2020,MAY,MAY,851,all,Office of Field Operations,all,Title 42
2021,2021,MAY,MAY,"1,903",all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),MAY,MAY,"2,177",all,Office of Field Operations,all,Title 42
2020,2020,APR,APR,519,all,Office of Field Operations,all,Title 42
2021,2021,APR,APR,"1,751",all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,"2,250",all,Office of Field Operations,all,Title 42
2020,2020,MAR,MAR,69,all,Office of Field Operations,all,Title 42
2021,2021,MAR,MAR,"2,003",all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,"2,401",all,Office of Field Operations,all,Title 42
2021,2021,FEB,FEB,"1,947",all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,"2,271",all,Office of Field Operations,all,Title 42
2021,2021,JAN,JAN,"1,775",all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,"2,190",all,Office of Field Operations,all,Title 42
2021,2021,DEC,DEC,"1,747",all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,"2,311",all,Office of Field Operations,all,Title 42
2021,2021,NOV,NOV,"1,942",all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,"2,337",all,Office of Field Operations,all,Title 42
2021,2021,OCT,OCT,"1,903",all,Office of Field Operations,all,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,"1,837",all,Office of Field Operations,all,Title 42
2019,2019,SEP,SEP,74.0,all,Office of Field Operations,Accompanied Minors,all
2020,2020,SEP,SEP,87.0,all,Office of Field Operations,Accompanied Minors,all
2021,2021,SEP,SEP,225.0,all,Office of Field Operations,Accompanied Minors,all
2019,2019,AUG,AUG,86.0,all,Office of Field Operations,Accompanied Minors,all
2020,2020,AUG,AUG,101.0,all,Office of Field Operations,Accompanied Minors,all
2021,2021,AUG,AUG,423.0,all,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),AUG,AUG,297.0,all,Office of Field Operations,Accompanied Minors,all
2019,2019,JUL,JUL,87.0,all,Office of Field Operations,Accompanied Minors,all
2020,2020,JUL,JUL,68.0,all,Office of Field Operations,Accompanied Minors,all
2021,2021,JUL,JUL,305.0,all,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),JUL,JUL,275.0,all,Office of Field Operations,Accompanied Minors,all
2019,2019,JUN,JUN,68.0,all,Office of Field Operations,Accompanied Minors,all
2020,2020,JUN,JUN,56.0,all,Office of Field Operations,Accompanied Minors,all
2021,2021,JUN,JUN,169.0,all,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),JUN,JUN,171.0,all,Office of Field Operations,Accompanied Minors,all
2019,2019,MAY,MAY,70.0,all,Office of Field Operations,Accompanied Minors,all
2020,2020,MAY,MAY,30.0,all,Office of Field Operations,Accompanied Minors,all
2021,2021,MAY,MAY,155.0,all,Office of Field Operations,Accompanied Minors,all
2022 (FYTD),2022 (FYTD),MAY,MAY,235.0,all,Office of Field Operations,Accompanied Minors,all
